-1	0	1	GD_00053	NA's	tot_avail
FB_0027507	218	126	1	91	218	345
FB_0028109	239	196	1	239	196	436
FB_0028116	196	239	1	196	239	436
FB_0028123	125	224	1	86	125	350
FB_0028766	223	1	212	223	1	436
FB_0028767	127	306	1	2	127	434
FB_0028768	306	128	1	1	306	435
FB_0028781	306	127	1	2	306	434
FB_0028782	306	123	1	6	306	430
FB_0028786	306	127	1	2	306	434
FB_0028790	223	1	212	223	1	436
FB_0029595	306	117	1	12	306	424
FB_0029596	174	250	1	11	174	425
FB_0029600	227	1	208	227	1	436
FB_0029606	216	1	219	216	1	436
FB_0029607	216	1	219	216	1	436
FB_0029621	226	1	209	226	1	436
FB_0029622	218	1	217	218	1	436
FB_0030341	366	1	69	366	1	436
FB_0031578	170	223	1	42	170	394
FB_0031585	221	187	1	27	221	409
FB_0032300	104	294	37	1	104	435
FB_0032554	104	294	37	1	104	435
FB_0032556	363	1	72	363	1	436
FB_0032577	363	1	72	363	1	436
FB_0032582	363	1	72	363	1	436
FB_0033008	323	112	1	323	112	436
FB_0033011	139	260	35	1	1	434
FB_0033445	139	259	37	1	139	435
FB_0033462	55	289	90	1	1	434
FB_0033468	61	322	52	1	61	435
FB_0034085	37	260	138	1	37	435
FB_0034098	100	274	61	1	100	435
FB_0034555	214	221	1	214	221	436
FB_0034558	101	333	1	1	101	435
FB_0034564	140	210	1	85	140	351
FB_0034751	140	210	1	85	140	351
FB_0034760	202	187	1	46	202	390
FB_0034805	110	324	1	1	110	435
FB_0034809	324	111	1	324	111	436
FB_0034812	302	131	1	2	302	434
FB_0035179	108	327	1	108	327	436
FB_0035181	323	112	1	323	112	436
FB_0035904	127	265	1	43	127	393
FB_0035909	265	127	1	43	265	393
FB_0035910	265	127	1	43	265	393
FB_0035911	162	257	1	16	162	420
FB_0035922	127	264	1	44	127	392
FB_0036156	178	244	1	13	178	423
FB_0036161	178	244	1	13	178	423
FB_0036166	113	322	1	113	322	436
FB_0036751	392	43	1	392	43	436
FB_0036756	322	113	1	322	113	436
FB_0036757	86	345	1	4	86	432
FB_0036761	244	177	1	14	244	422
FB_0037831	364	1	71	364	1	436
FB_0037836	54	60	1	321	54	115
FB_0037837	396	39	1	396	39	436
FB_0037842	137	288	1	10	137	426
FB_0037843	349	86	1	349	86	436
FB_0037856	47	388	1	47	388	436
FB_0038875	65	343	1	27	65	409
FB_0038879	345	65	1	25	345	411
FB_0039053	180	234	1	21	180	415
FB_0039054	348	87	1	348	87	436
FB_0039071	325	96	1	14	325	422
FB_0039680	133	193	1	109	133	327
FB_0039685	348	87	1	348	87	436
FB_0039713	329	95	1	11	329	425
FB_0040123	328	96	1	11	328	425
FB_0040125	100	324	1	11	100	425
FB_0040406	265	147	1	23	265	413
FB_0040410	147	265	1	23	147	413
FB_0040411	146	266	1	23	146	413
FB_0040423	266	146	1	23	266	413
FB_0040425	146	266	1	23	146	413
FB_0040440	211	212	1	12	211	424
FB_0040442	209	203	1	23	209	413
FB_0040453	213	209	1	13	213	423
FB_0040463	358	1	77	358	1	436
FB_0041076	210	224	1	1	210	435
FB_0041082	46	389	1	46	389	436
FB_0041084	389	46	1	389	46	436
FB_0041568	108	209	1	118	108	318
FB_0041570	153	259	1	23	153	413
FB_0041573	260	152	1	23	260	413
FB_0041574	156	257	1	22	156	414
FB_0041587	215	208	1	12	215	424
FB_0041596	207	216	1	12	207	424
FB_0042076	258	155	1	22	258	414
FB_0042077	89	264	82	1	89	435
FB_0042078	93	324	1	18	93	418
FB_0042083	320	99	1	16	320	420
FB_0042272	380	1	55	380	1	436
FB_0042282	177	181	1	77	177	359
FB_0042295	212	140	1	83	212	353
FB_0042563	214	209	1	12	214	424
FB_0042567	85	267	83	1	85	435
FB_0042578	59	241	135	1	59	435
FB_0042584	283	151	1	1	283	435
FB_0042597	152	260	1	23	152	413
FB_0043317	201	234	1	201	234	436
FB_0043319	253	182	1	253	182	436
FB_0043320	266	169	1	266	169	436
FB_0043322	217	1	218	217	1	436
FB_0043324	90	345	1	90	345	436
FB_0043325	31	216	188	1	31	435
FB_0044414	18	287	130	1	18	435
FB_0044418	290	145	1	290	145	436
FB_0044425	202	233	1	202	233	436
FB_0044803	46	389	1	46	389	436
FB_0044822	293	142	1	293	142	436
FB_0045153	19	287	128	1	1	434
FB_0045154	44	387	4	1	44	435
FB_0045158	184	251	1	184	251	436
FB_0045914	40	391	4	1	40	435
FB_0045926	4	391	40	1	4	435
FB_0046458	388	47	1	388	47	436
FB_0046460	38	348	49	1	38	435
FB_0047635	29	304	102	1	29	435
FB_0047644	206	180	1	49	206	387
FB_0047646	219	200	1	16	219	420
FB_0047657	229	206	1	229	206	436
FB_0048100	147	288	1	147	288	436
FB_0048104	175	242	18	1	175	435
FB_0048108	250	185	1	250	185	436
FB_0048123	46	389	1	46	389	436
FB_0048450	208	225	1	2	208	434
FB_0049204	365	69	1	1	365	435
FB_0049210	355	80	1	355	80	436
FB_0049212	387	47	1	1	387	435
FB_0049708	48	387	1	48	387	436
FB_0049709	48	387	1	48	387	436
FB_0049715	48	387	1	48	387	436
FB_0049741	221	214	1	221	214	436
FB_0049850	48	349	38	1	48	435
FB_0049851	110	287	38	1	110	435
FB_0049852	364	1	71	364	1	436
FB_0049854	228	184	1	23	228	413
FB_0049856	29	295	111	1	29	435
FB_0049857	389	46	1	389	46	436
FB_0049859	193	219	1	23	193	413
FB_0049924	315	119	1	1	315	435
FB_0049926	266	74	1	95	266	341
FB_0050201	388	1	47	388	1	436
FB_0050202	44	387	4	1	44	435
FB_0050205	290	145	1	290	145	436
FB_0050215	47	388	1	47	388	436
FB_0050233	49	386	1	49	386	436
FB_0050921	10	209	216	1	10	435
FB_0050923	45	386	4	1	45	435
FB_0050930	91	316	28	1	91	435
FB_0050932	41	390	4	1	41	435
FB_0050933	44	387	4	1	44	435
FB_0051414	44	387	4	1	44	435
FB_0051416	6	234	195	1	6	435
FB_0051420	19	191	225	1	19	435
FB_0051422	19	191	225	1	19	435
FB_0051428	6	234	195	1	6	435
FB_0051435	263	169	3	1	263	435
FB_0051740	6	234	195	1	6	435
FB_0051751	6	234	195	1	6	435
FB_0051759	362	73	1	362	73	436
FB_0051764	6	233	196	1	6	435
FB_0051784	194	238	1	3	194	433
FB_0051942	365	1	70	365	1	436
FB_0052470	21	233	181	1	21	435
FB_0052472	4	297	134	1	4	435
FB_0052480	390	45	1	390	45	436
FB_0052503	137	288	1	10	137	426
FB_0052515	234	194	1	7	234	429
FB_0053133	209	208	1	18	209	418
FB_0053141	360	1	75	360	1	436
FB_0053381	370	1	65	370	1	436
FB_0053401	205	211	1	19	205	417
FB_0053410	210	206	1	19	210	417
FB_0053586	229	129	1	77	229	359
FB_0053621	65	128	242	1	65	435
FB_0053629	243	185	1	7	243	429
FB_0053634	241	186	1	8	241	428
FB_0053638	243	184	1	8	243	428
FB_0053679	172	247	1	16	172	420
FB_0053694	243	185	1	7	243	429
FB_0053695	98	329	1	8	98	428
FB_0053698	243	185	1	7	243	429
FB_0053704	242	186	1	7	242	429
FB_0054183	182	222	31	1	182	435
FB_0054185	123	222	87	1	3	432
FB_0054195	89	222	124	1	89	435
FB_0054468	182	242	1	11	182	425
FB_0054471	243	181	1	11	243	425
FB_0054472	91	296	1	48	91	388
FB_0054473	181	243	1	11	181	425
FB_0054474	243	180	1	12	243	424
FB_0054478	138	295	1	2	138	434
FB_0055188	144	254	1	37	144	399
FB_0055205	198	216	1	21	198	415
FB_0055223	180	223	32	1	180	435
FB_0055224	34	255	146	1	34	435
FB_0055387	397	37	1	1	397	435
FB_0055541	75	360	1	75	360	436
FB_0055543	191	233	1	11	191	425
FB_0055544	75	360	1	75	360	436
FB_0055546	33	310	92	1	33	435
FB_0055549	370	1	65	370	1	436
FB_0055550	75	360	1	75	360	436
FB_0055551	252	167	1	16	252	420
FB_0055745	214	145	1	76	214	360
FB_0055748	98	192	145	1	98	435
FB_0055750	368	1	67	368	1	436
FB_0055753	221	161	1	53	221	383
FB_0055755	359	75	1	1	359	435
FB_0055761	94	341	1	94	341	436
FB_0056161	168	267	1	168	267	436
FB_0056166	186	241	1	8	186	428
FB_0056171	122	241	1	72	122	364
FB_0056178	75	360	1	75	360	436
FB_0056441	115	223	1	97	115	339
FB_0056445	223	115	1	97	223	339
FB_0057451	99	239	96	1	1	434
FB_0057462	159	220	1	56	159	380
FB_0057471	376	1	59	376	1	436
FB_0057478	223	157	1	55	223	381
FB_0057479	328	94	1	13	328	423
FB_0057795	244	181	1	10	244	426
FB_0057797	39	395	1	1	39	435
FB_0057814	113	218	104	1	113	435
FB_0058227	214	176	1	45	214	391
FB_0058240	177	254	1	4	177	432
FB_0058243	235	199	1	1	235	435
FB_0058248	166	268	1	1	166	435
FB_0058552	142	224	1	69	142	367
FB_0058555	240	161	1	34	240	402
FB_0058557	170	265	1	170	265	436
FB_0058955	225	146	1	64	225	372
FB_0059412	71	239	115	1	10	425
FB_0059424	36	399	1	36	399	436
FB_0059426	95	236	98	1	6	429
FB_0059427	211	208	1	16	211	420
FB_0059429	259	176	1	259	176	436
FB_0059434	213	222	1	213	222	436
FB_0059435	145	226	1	64	145	372
FB_0059438	75	245	115	1	75	435
FB_0060042	44	391	1	44	391	436
FB_0060045	227	144	1	64	227	372
FB_0060047	111	248	75	1	1	434
FB_0060049	143	228	1	64	143	372
FB_0060059	179	248	1	8	179	428
FB_0060688	244	1	191	244	1	436
FB_0061189	205	229	1	1	205	435
FB_0061193	3	245	187	1	3	435
FB_0061195	221	148	1	66	221	370
FB_0061199	221	148	1	66	221	370
FB_0061653	163	245	1	27	163	409
FB_0061654	132	221	81	1	1	434
FB_0061658	81	221	133	1	81	435
FB_0061661	243	166	1	26	243	410
FB_0061913	221	125	1	89	221	347
FB_0061914	354	81	1	354	81	436
FB_0061915	220	126	1	89	220	347
FB_0061923	175	260	1	175	260	436
FB_0061949	73	245	116	1	1	434
FB_0061962	117	245	72	1	1	434
FB_0062303	209	208	1	18	209	418
FB_0062307	184	251	1	184	251	436
FB_0062330	177	257	1	1	177	435
FB_0062333	261	174	1	261	174	436
FB_0062335	354	79	1	2	354	434
FB_0062809	90	247	98	1	90	435
FB_0062815	185	247	3	1	185	435
FB_0062824	3	247	185	1	3	435
FB_0063313	204	214	1	17	204	419
FB_0063314	90	247	97	1	1	434
FB_0063317	90	246	99	1	90	435
FB_0063320	98	246	90	1	1	434
FB_0063321	76	353	1	6	76	430
FB_0063325	42	393	1	42	393	436
FB_0063327	393	42	1	393	42	436
FB_0063329	130	224	79	1	2	433
FB_0064020	218	202	14	1	1	434
FB_0064023	217	203	13	1	2	433
FB_0064032	75	250	110	1	75	435
FB_0064051	218	187	14	1	16	419
FB_0064056	218	200	17	1	218	435
FB_0064300	258	159	1	18	258	418
FB_0064302	197	108	1	130	197	306
FB_0064308	199	202	1	34	199	402
FB_0064309	232	184	1	19	232	417
FB_0064987	178	256	1	1	178	435
FB_0064998	257	178	1	257	178	436
FB_0065004	181	220	1	34	181	402
FB_0065012	352	82	1	1	352	435
FB_0065015	82	353	1	82	353	436
FB_0065016	268	167	1	268	167	436
FB_0065019	249	112	1	74	249	362
FB_0065614	109	258	68	1	109	435
FB_0065620	223	210	1	2	223	434
FB_0065622	123	248	63	1	1	434
FB_0065631	83	351	1	1	83	435
FB_0065634	189	230	1	16	189	420
FB_0065692	102	236	1	97	102	339
FB_0065699	151	216	1	68	151	368
FB_0065707	232	120	1	83	232	353
FB_0065714	121	231	1	83	121	353
FB_0065715	363	71	1	1	363	435
FB_0065736	261	174	1	261	174	436
FB_0065847	214	189	1	32	214	404
FB_0065849	215	189	1	31	215	405
FB_0065851	176	257	1	2	176	434
FB_0065857	178	212	1	45	178	391
FB_0065872	193	227	1	15	193	421
FB_0065876	170	265	1	170	265	436
FB_0066483	171	264	1	171	264	436
FB_0066491	239	169	1	27	239	409
FB_0066493	1	162	272	1	1	435
FB_0066494	124	216	1	95	124	341
FB_0067160	102	322	1	11	102	425
FB_0067274	133	302	1	133	302	436
FB_0067276	128	306	1	1	128	435
FB_0067279	144	224	1	67	144	369
FB_0067281	117	252	64	1	2	433
FB_0067812	62	254	117	1	2	433
FB_0067823	118	254	63	1	118	435
FB_0067824	117	254	63	1	1	434
FB_0067825	63	254	117	1	1	434
FB_0067989	221	192	1	22	221	414
FB_0067993	220	177	1	38	220	398
FB_0067998	145	224	1	66	145	370
FB_0067999	3	254	178	1	3	435
FB_0068004	92	253	89	1	1	434
FB_0068007	224	189	1	22	224	414
FB_0068398	127	303	1	5	127	431
FB_0068414	78	357	1	78	357	436
FB_0068415	176	258	1	1	176	435
FB_0069352	160	194	1	81	160	355
FB_0069354	159	181	1	95	159	341
FB_0069360	240	183	1	12	240	424
FB_0069361	186	214	1	35	186	401
FB_0069369	254	171	1	10	254	426
FB_0069370	195	159	1	81	195	355
FB_0069376	229	1	206	229	1	436
FB_0070710	173	199	1	63	173	373
FB_0070718	161	192	82	1	161	435
FB_0070724	161	192	82	1	161	435
FB_0071387	82	353	1	82	353	436
FB_0071388	363	72	1	363	72	436
FB_0071391	214	192	1	29	214	407
FB_0071392	260	174	1	1	260	435
FB_0071995	242	147	1	46	242	390
FB_0072017	198	223	1	14	198	422
FB_0072297	107	322	1	6	107	430
FB_0072298	320	109	1	6	320	430
FB_0072302	322	107	1	6	322	430
FB_0072603	173	221	1	41	173	395
FB_0072604	178	255	1	2	178	434
FB_0072612	257	178	1	257	178	436
FB_0073626	31	404	1	31	404	436
FB_0074221	404	31	1	404	31	436
FB_0074720	402	32	1	1	402	435
FB_0075139	403	32	1	403	32	436
FB_0075140	258	176	1	1	258	435
FB_0075421	262	154	1	19	262	417
FB_0075427	260	173	1	2	260	434
FB_0075836	29	190	215	1	1	434
FB_0076254	96	242	97	1	96	435
FB_0076260	231	204	1	231	204	436
FB_0076279	204	231	1	204	231	436
FB_0076529	118	256	61	1	118	435
FB_0076551	1	165	269	1	1	435
FB_0076552	122	226	86	1	1	434
FB_0076561	64	225	146	1	64	435
FB_0076567	146	225	64	1	146	435
FB_0077287	1	165	269	1	1	435
FB_0077291	218	201	1	16	218	420
FB_0077294	87	226	122	1	87	435
FB_0077297	8	199	228	1	8	435
FB_0077303	1	123	311	1	1	435
FB_0077308	347	82	1	6	347	430
FB_0077309	383	1	52	383	1	436
FB_0077314	8	199	228	1	8	435
FB_0077315	1	165	269	1	1	435
FB_0077750	63	224	146	1	2	433
FB_0077770	63	225	145	1	2	433
FB_0077774	84	226	124	1	1	434
FB_0077776	387	1	48	387	1	436
FB_0077779	123	226	84	1	2	433
FB_0077786	198	219	1	18	198	418
FB_0077909	61	222	151	1	1	434
FB_0077913	240	178	1	17	240	419
FB_0077916	178	240	1	17	178	419
FB_0077928	150	222	61	1	2	433
FB_0077930	150	222	61	1	2	433
FB_0077938	62	222	151	1	62	435
FB_0078000	61	224	148	1	2	433
FB_0078002	61	224	148	1	2	433
FB_0078003	149	224	61	1	1	434
FB_0078014	200	206	1	29	200	407
FB_0078026	148	224	62	1	1	434
FB_0078309	62	183	189	1	1	434
FB_0078311	239	179	1	17	239	419
FB_0078313	61	183	190	1	1	434
FB_0078327	190	183	61	1	1	434
FB_0078328	204	206	1	25	204	411
FB_0078678	388	1	47	388	1	436
FB_0078684	62	224	149	1	62	435
FB_0078690	149	218	62	1	6	429
FB_0078695	61	224	149	1	1	434
FB_0078768	61	223	150	1	1	434
FB_0078776	191	182	61	1	1	434
FB_0078778	212	195	1	28	212	408
FB_0078779	199	219	1	17	199	419
FB_0079036	314	118	1	3	314	433
FB_0079063	118	314	1	3	118	433
FB_0079708	379	1	56	379	1	436
FB_0079713	210	1	225	210	1	436
FB_0079717	210	1	225	210	1	436
FB_0079718	145	290	1	145	290	436
FB_0079751	290	144	1	1	290	435
FB_0081115	342	93	1	342	93	436
FB_0081348	149	222	63	1	1	434
FB_0081364	200	210	1	25	200	411
FB_0081375	235	191	1	9	235	427
FB_0081952	190	215	1	30	190	406
FB_0081954	150	223	62	1	150	435
FB_0081965	150	223	61	1	1	434
FB_0081967	150	223	61	1	1	434
FB_0081976	210	198	1	27	210	409
FB_0081979	179	239	1	17	179	419
FB_0082066	147	284	1	4	147	432
FB_0082072	129	269	1	37	129	399
FB_0082081	145	284	1	6	145	430
FB_0082098	147	284	1	4	147	432
FB_0082102	147	284	1	4	147	432
FB_0082448	263	171	1	1	263	435
FB_0082462	189	171	1	75	189	361
FB_0082467	377	1	58	377	1	436
FB_0082477	133	209	1	93	133	343
FB_0082921	180	206	1	49	180	387
FB_0083299	240	177	1	18	240	418
FB_0083301	62	223	149	1	1	434
FB_0083429	164	202	1	69	164	367
FB_0083436	215	191	1	29	215	407
FB_0083444	224	195	1	16	224	420
FB_0083446	216	190	1	29	216	407
FB_0083448	162	202	1	71	162	365
FB_0083452	237	182	1	16	237	420
FB_0083455	182	237	1	16	182	420
FB_0083456	201	164	1	70	201	366
FB_0083819	63	189	183	1	63	435
FB_0083820	214	192	1	29	214	407
FB_0083822	239	180	1	16	239	420
FB_0083829	196	223	1	16	196	420
FB_0083830	196	223	1	16	196	420
FB_0083833	201	162	1	72	201	364
FB_0083839	214	192	1	29	214	407
FB_0084534	223	196	1	16	223	420
FB_0084571	222	195	1	18	222	418
FB_0085102	176	239	1	20	176	416
FB_0085106	406	29	1	406	29	436
FB_0085424	199	210	1	26	199	410
FB_0085425	161	226	1	48	161	388
FB_0085428	63	224	148	1	63	435
FB_0085429	148	224	63	1	148	435
FB_0085444	161	227	1	47	161	389
FB_0085446	63	221	146	1	5	430
FB_0086581	179	250	1	6	179	430
FB_0086582	296	139	1	296	139	436
FB_0086583	200	202	1	33	200	403
FB_0086596	249	182	1	4	249	432
FB_0086598	227	160	1	48	227	388
FB_0086989	122	221	92	1	122	435
FB_0086996	122	221	91	1	1	434
FB_0087003	210	200	1	25	210	411
FB_0087006	122	221	92	1	122	435
FB_0087720	119	222	94	1	119	435
FB_0087722	290	142	1	3	290	433
FB_0087723	290	142	1	3	290	433
FB_0087914	48	387	1	48	387	436
FB_0087917	210	155	1	70	210	366
FB_0087919	234	1	201	234	1	436
FB_0087920	155	210	1	70	155	366
FB_0087922	246	156	1	33	246	403
FB_0087928	232	1	203	232	1	436
FB_0087944	210	155	1	70	210	366
FB_0088142	123	217	1	95	123	341
FB_0088149	177	211	1	47	177	389
FB_0088455	123	217	1	95	123	341
FB_0088460	285	138	1	12	285	424
FB_0088481	109	326	1	109	326	436
FB_0088483	326	109	1	326	109	436
FB_0088543	107	328	1	107	328	436
FB_0088555	215	125	1	95	215	341
FB_0088562	140	284	1	11	140	425
FB_0088908	218	125	1	92	218	344
FB_0088910	134	290	1	11	134	425
FB_0088917	290	134	1	11	290	425
FB_0089188	379	50	1	6	379	430
FB_0089189	254	181	1	254	181	436
FB_0089190	231	1	204	231	1	436
FB_0089250	209	154	1	72	209	364
FB_0089263	47	190	198	1	47	435
FB_0089267	387	45	1	3	387	433
FB_0089272	62	215	158	1	62	435
FB_0089920	47	387	1	1	47	435
FB_0089923	381	1	54	381	1	436
FB_0089928	96	215	124	1	96	435
FB_0089936	147	221	66	1	1	434
FB_0089940	147	221	66	1	1	434
FB_0089947	124	216	94	1	1	434
FB_0089958	48	387	1	48	387	436
FB_0090657	67	219	149	1	67	435
FB_0090677	95	217	123	1	95	435
FB_0090678	258	177	1	258	177	436
FB_0090683	150	218	67	1	150	435
FB_0091425	66	218	151	1	66	435
FB_0091430	65	219	151	1	65	435
FB_0092079	173	261	1	1	173	435
FB_0092083	221	195	1	19	221	417
FB_0092266	386	49	1	386	49	436
FB_0092278	173	261	1	1	173	435
FB_0092280	200	222	1	13	200	423
FB_0092786	207	228	1	207	228	436
FB_0092788	153	223	1	59	153	377
FB_0092789	207	228	1	207	228	436
FB_0092800	207	211	1	17	207	419
FB_0093655	224	211	1	224	211	436
FB_0093686	227	174	1	34	227	402
FB_0094426	202	128	1	105	202	331
FB_0094434	204	180	1	51	204	385
FB_0094463	330	96	1	9	330	427
FB_0094479	182	250	1	3	182	433
FB_0095139	231	119	1	85	231	351
FB_0095750	82	224	129	1	82	435
FB_0095755	201	199	1	35	201	401
FB_0095759	232	116	1	87	232	349
FB_0096419	186	233	1	16	186	420
FB_0096420	114	232	1	89	114	347
FB_0096426	191	229	1	15	191	421
FB_0096437	98	222	114	1	1	434
FB_0096440	128	209	1	98	128	338
FB_0096742	170	262	1	3	170	433
FB_0097090	170	262	1	3	170	433
FB_0097092	214	195	1	26	214	410
FB_0097096	67	206	162	1	67	435
FB_0097116	66	177	192	1	66	435
FB_0098361	293	141	1	1	293	435
FB_0098378	262	171	1	2	262	434
FB_0098382	240	194	1	1	240	435
FB_0098389	171	261	1	3	171	433
FB_0098934	166	268	1	1	166	435
FB_0099335	232	188	1	15	232	421
FB_0099339	393	1	42	393	1	436
FB_0099345	224	1	211	224	1	436
FB_0099976	106	328	1	1	106	435
FB_0099980	168	225	1	42	168	394
FB_0099995	121	220	1	94	121	342
FB_0100849	195	220	1	20	195	416
FB_0101336	188	205	1	42	188	394
FB_0101355	208	171	1	56	208	380
FB_0102214	390	42	1	3	390	433
FB_0102218	208	225	1	2	208	434
FB_0102221	390	44	1	1	390	435
FB_0102600	318	96	1	21	318	415
FB_0102605	23	303	108	1	1	434
FB_0102606	265	169	1	1	265	435
FB_0102608	215	159	1	61	215	375
FB_0102615	178	206	1	51	178	385
FB_0102619	178	206	1	51	178	385
FB_0103138	174	241	1	20	174	416
FB_0103141	174	241	1	20	174	416
FB_0103149	357	78	1	357	78	436
FB_0103160	241	174	1	20	241	416
FB_0103299	170	261	1	4	170	432
FB_0103991	42	393	1	42	393	436
FB_0104743	144	198	93	1	144	435
FB_0104745	224	195	1	16	224	420
FB_0104746	106	214	1	115	106	321
FB_0104751	68	219	148	1	68	435
FB_0104752	173	239	1	23	173	413
FB_0104753	127	231	76	1	1	434
FB_0104755	42	393	1	42	393	436
FB_0104764	227	188	1	20	227	416
FB_0105088	225	196	1	14	225	422
FB_0105095	197	162	1	76	197	360
FB_0105096	163	202	70	1	163	435
FB_0105098	1	123	311	1	1	435
FB_0105100	38	191	206	1	38	435
FB_0105101	197	215	1	23	197	413
FB_0105104	225	196	1	14	225	422
FB_0105116	228	193	1	14	228	422
FB_0105122	240	173	1	22	240	414
FB_0105550	228	204	1	3	228	433
FB_0105552	17	306	112	1	17	435
FB_0105553	238	176	1	21	238	415
FB_0105555	229	205	1	1	229	435
FB_0105556	205	229	1	1	205	435
FB_0105560	183	252	1	183	252	436
FB_0106088	231	188	1	16	231	420
FB_0106090	128	307	1	128	307	436
FB_0106092	313	121	1	1	313	435
FB_0106095	202	184	1	49	202	387
FB_0106099	232	188	1	15	232	421
FB_0106108	229	188	1	18	229	418
FB_0106112	107	218	108	1	2	433
FB_0106115	226	207	1	2	226	434
FB_0106133	200	186	1	49	200	387
FB_0106666	136	222	1	77	136	359
FB_0106668	147	288	1	147	288	436
FB_0106671	222	136	1	77	222	359
FB_0106675	249	185	1	1	249	435
FB_0107522	95	228	1	112	95	324
FB_0107523	163	208	1	64	163	372
FB_0107529	391	44	1	391	44	436
FB_0107532	155	277	1	3	155	433
FB_0107535	233	199	1	3	233	433
FB_0107999	116	319	1	116	319	436
FB_0108793	125	221	1	89	125	347
FB_0108809	96	219	1	120	96	316
FB_0108815	125	309	1	1	125	435
FB_0108825	235	153	1	47	235	389
FB_0108826	215	220	1	215	220	436
FB_0109509	390	45	1	390	45	436
FB_0109515	380	1	55	380	1	436
FB_0109517	228	133	1	74	228	362
FB_0110360	219	216	1	219	216	436
FB_0110362	227	184	1	24	227	412
FB_0110363	59	376	1	59	376	436
FB_0110366	389	46	1	389	46	436
FB_0110371	57	377	1	1	57	435
FB_0110376	184	227	1	24	184	412
FB_0110377	223	163	1	49	223	387
FB_0110379	223	163	1	49	223	387
FB_0110887	216	219	1	216	219	436
FB_0110890	149	175	1	111	149	325
FB_0111163	218	217	1	218	217	436
FB_0111348	210	222	1	3	210	433
FB_0111352	216	219	1	216	219	436
FB_0111355	219	215	1	1	219	435
FB_0111366	124	311	1	124	311	436
FB_0111904	116	173	145	1	1	434
FB_0111922	225	199	1	11	225	425
FB_0111923	181	232	1	22	181	414
FB_0111924	199	219	1	17	199	419
FB_0111925	206	185	1	44	206	392
FB_0112238	144	265	26	1	144	435
FB_0112239	258	162	1	15	258	421
FB_0112245	310	125	1	310	125	436
FB_0112256	226	186	1	23	226	413
FB_0112260	125	310	1	125	310	436
FB_0112839	200	211	1	24	200	412
FB_0113071	165	254	1	16	165	420
FB_0113072	200	144	1	91	200	345
FB_0113077	245	188	1	2	245	434
FB_0113090	201	189	1	45	201	391
FB_0113339	111	208	1	116	111	320
FB_0113340	198	142	1	95	198	341
FB_0113377	198	142	1	95	198	341
FB_0113378	198	140	1	97	198	339
FB_0114362	111	207	1	117	111	319
FB_0114363	143	198	1	94	143	342
FB_0114368	163	256	1	16	163	420
FB_0114369	198	142	1	95	198	341
FB_0114383	381	1	54	381	1	436
FB_0114795	133	211	1	91	133	345
FB_0114799	165	201	1	69	165	367
FB_0114805	197	212	1	26	197	410
FB_0114810	211	109	1	115	211	321
FB_0114819	192	221	1	22	192	414
FB_0114822	141	203	1	91	141	345
FB_0114826	197	212	1	26	197	410
FB_0116099	399	36	1	399	36	436
FB_0116519	212	220	1	3	212	433
FB_0116521	212	220	1	3	212	433
FB_0116527	316	119	1	316	119	436
FB_0117239	174	260	1	1	174	435
FB_0117243	219	213	1	3	219	433
FB_0117245	172	260	1	3	172	433
FB_0117741	92	225	1	118	92	318
FB_0117748	206	152	1	77	206	359
FB_0117757	208	227	1	208	227	436
FB_0118080	280	152	1	3	280	433
FB_0118081	172	260	1	3	172	433
FB_0118091	260	172	1	3	260	433
FB_0118326	205	155	1	75	205	361
FB_0118488	156	237	1	42	156	394
FB_0118846	363	1	72	363	1	436
FB_0118958	173	238	1	24	173	412
FB_0118965	375	1	60	375	1	436
FB_0118966	175	260	1	175	260	436
FB_0118970	132	207	1	96	132	340
FB_0118976	189	171	1	75	189	361
FB_0119063	220	187	1	28	220	408
FB_0119337	238	174	1	23	238	413
FB_0119339	173	256	1	6	173	430
