EV_Eve1_R422	FB_0000011	FB_0000517	FB_0000521	FB_0000529	FB_0000582	FB_0000870	FB_0000880	FB_0000978	FB_0000981	FB_0000984	FB_0000986	FB_0000988	FB_0000989	FB_0000993	FB_0000996	FB_0001462	FB_0001465	FB_0001467	FB_0001468	FB_0001475	FB_0002378	FB_0002632	FB_0002636	FB_0002637	FB_0002639	FB_0002649	FB_0002653	FB_0003079	FB_0003096	FB_0003104	FB_0003106	FB_0003107	FB_0003114	FB_0003118	FB_0003482	FB_0003485	FB_0003489	FB_0003490	FB_0003491	FB_0004014	FB_0004016	FB_0004019	FB_0004037	FB_0004038	FB_0004046	FB_0004993	FB_0005006	FB_0005008	FB_0005457	FB_0005458	FB_0005460	FB_0005956	FB_0005957	FB_0005958	FB_0005963	FB_0005966	FB_0005974	FB_0005980	FB_0007370	FB_0007375	FB_0007388	FB_0007623	FB_0007625	FB_0007631	FB_0007637	FB_0008274	FB_0008287	FB_0008291	FB_0008294	FB_0008612	FB_0008635	FB_0008637	FB_0009203	FB_0009209	FB_0009214	FB_0009218	FB_0009219	FB_0009220	FB_0009237	FB_0009256	FB_0009745	FB_0009751	FB_0009753	FB_0009773	FB_0010446	FB_0010458	FB_0010475	FB_0010610	FB_0010613	FB_0010620	FB_0010622	FB_0010624	FB_0010626	FB_0010630	FB_0011059	FB_0011074	FB_0011075	FB_0011077	(Other)
FxG_69	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764	2580	4660	2535	764
FxG_70	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901	2673	4357	2608	901
FxG_71	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605	2731	4563	2640	605
FxG_72	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626	2774	4379	2760	626
FxG_73	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709	2605	4657	2568	709
FxG_74	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736	2651	4661	2491	736
FxG_75	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871	2632	4485	2551	871
FxG_76	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572	2752	4451	2764	572
FxG_77	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787	2622	4565	2565	787
FxG_78	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648	2832	4360	2699	648
FxG_79	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651	2832	4357	2699	651
FxG_80	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747	2915	4121	2756	747
FxG_81	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624	2774	4380	2761	624
FxG_82	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718	2772	4385	2664	718
FxG_83	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728	2754	4406	2651	728
FxG_84	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731	2686	4470	2652	731
FxG_85	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729	2669	4519	2622	729
FxG_86	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599	2739	4585	2616	599
FxG_87	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086	2751	4083	2619	1086
FxG_88	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666	2834	4273	2766	666
FxG_89	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741	2837	4171	2790	741
FxG_90	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927	2544	4509	2559	927
FxG_91	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688	2911	4035	2905	688
FxG_92	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756	2791	4242	2750	756
FxG_93	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751	2846	4243	2699	751
FxPL_Fuji_x	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15
3_78_PINOVA_M9_x	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38
FuxPi_1	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476	2666	4807	2590	476
FuxPi_10	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551	2885	4280	2823	551
FuxPi_100	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648	2943	4080	2868	648
FuxPi_103	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443	2770	4657	2669	443
FuxPi_104	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575	2701	4622	2641	575
FuxPi_106	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525	2692	4704	2618	525
FuxPi_107	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673	2887	4113	2866	673
FuxPi_108	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526	2687	4689	2637	526
FuxPi_109	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486	2886	4358	2809	486
FuxPi_110	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694	2732	4446	2667	694
FuxPi_111	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687	2908	4096	2848	687
FuxPi_112	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545	2711	4588	2695	545
FuxPi_113	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659	2710	4539	2631	659
FuxPi_114	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834	2699	4434	2572	834
FuxPi_115	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667	2878	4150	2844	667
FuxPi_117	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526	2788	4470	2755	526
FuxPi_118	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516	2696	4710	2617	516
FuxPi_119	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832	2718	4349	2640	832
FuxPi_12	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465	2875	4443	2756	465
FuxPi_120	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834	2720	4345	2640	834
